cod_cor,denumire,denumire_normalizata,grupa_majora,subgrupa_majora,grupa_minora,isco_grupa_de_baza
818139,finisor produse din cărbune,finisor produse din carbune,8,81,818,8181
818140,prelucrător produse ceramice prin extrudare,prelucrator produse ceramice prin extrudare,8,81,818,8181
818141,discuitor de produse ceramice la mașini,discuitor de produse ceramice la masini,8,81,818,8181
818142,prelucrător produse ceramice prin injectare,prelucrator produse ceramice prin injectare,8,81,818,8181
818143,armator de izolatori electrici (prelucrător produse electrotehnice),armator de izolatori electrici prelucrator produse electrotehnice,8,81,818,8181
818201,fochist locomotivă cu abur,fochist locomotiva cu abur,8,81,818,8182
818202,fochist la mașini cu abur,fochist la masini cu abur,8,81,818,8182
818203,mașinist la instalații pentru încălzit tren,masinist la instalatii pentru incalzit tren,8,81,818,8182
818204,fochist pentru cazane de abur și de apă fierbinte,fochist pentru cazane de abur si de apa fierbinte,8,81,818,8182
818205,ajutor fochist,ajutor fochist,8,81,818,8182
818206,fochist pentru cazane mici de abur,fochist pentru cazane mici de abur,8,81,818,8182
818207,fochist la cazane de apă caldă și cazane de abur de joasă presiune,fochist la cazane de apa calda si cazane de abur de joasa presiune,8,81,818,8182
818208,fochist pentru cazane conduse de calculator,fochist pentru cazane conduse de calculator,8,81,818,8182
818301,mașinist la mașini de ambalat,masinist la masini de ambalat,8,81,818,8183
818302,operator la mașina de etichetat,operator la masina de etichetat,8,81,818,8183
818303,operator mașini însăcuire pentru fabrica de ciment,operator masini insacuire pentru fabrica de ciment,8,81,818,8183
818304,operator mașini paletizate și înfoliere pentru fabrica de ciment,operator masini paletizate si infoliere pentru fabrica de ciment,8,81,818,8183
818305,operator umplere recipiente GPL,operator umplere recipiente gpl,8,81,818,8183
818306,îmbuteliator fluide sub presiune,imbuteliator fluide sub presiune,8,81,818,8183
818307,operator platformă logistică,operator platforma logistica,8,81,818,8183
818901,operator la roboți industriali,operator la roboti industriali,8,81,818,8189
818902,operator la tratarea și epurarea apelor uzate,operator la tratarea si epurarea apelor uzate,8,81,818,8189
818903,operator instalație de sortare și reciclare deșeuri menajere și asimilabile,operator instalatie de sortare si reciclare deseuri menajere si asimilabile,8,81,818,8189
818904,operator generatoare terestre sonice și cu agent activ de însămânțare,operator generatoare terestre sonice si cu agent activ de insamantare,8,81,818,8189
818905,operator punct de lansare,operator punct de lansare,8,81,818,8189
818906,pompagiu,pompagiu,8,81,818,8189
818907,compresorist,compresorist,8,81,818,8189
818908,operator montaj linii automate,operator montaj linii automate,8,81,818,8189
821101,"lăcătuș montator pentru utilaje industriale, de construcții și agricole",lacatus montator pentru utilaje industriale de constructii si agricole,8,82,821,8211
821102,pregătitor și montator utilaje tehnologice,pregatitor si montator utilaje tehnologice,8,82,821,8211
821103,montator subansamble,montator subansamble,8,82,821,8211
821104,montator aparate aer condiționat,montator aparate aer conditionat,8,82,821,8211
821105,operator calitate flux,operator calitate flux,8,82,821,8211
821106,operator fabricație flux,operator fabricatie flux,8,82,821,8211
821201,"lăcătuș-montator mașini electrice rotative, transformatoare și aparataj electric",lacatus montator masini electrice rotative transformatoare si aparataj electric,8,82,821,8212
821202,confecționer protecție dielectrică pentru acumulatori,confectioner protectie dielectrica pentru acumulatori,8,82,821,8212
821203,morar la prepararea materialelor pentru acumulatori,morar la prepararea materialelor pentru acumulatori,8,82,821,8212
821204,confecționer grătare și accesorii pentru acumulatori,confectioner gratare si accesorii pentru acumulatori,8,82,821,8212
821205,confecționer plăci pentru acumulatori,confectioner placi pentru acumulatori,8,82,821,8212
821206,preparator leșie pentru acumulatori,preparator lesie pentru acumulatori,8,82,821,8212
821207,montator acumulatori,montator acumulatori,8,82,821,8212
821208,confecționer cabluri și arbori de cabluri,confectioner cabluri si arbori de cabluri,8,82,821,8212
821209,"montator-reglor, depanator aparate electronice, telecomunicații, radio",montator reglor depanator aparate electronice telecomunicatii radio,8,82,821,8212
821211,"montator-reglor, depanator de instalații de electronică și curenți purtători",montator reglor depanator de instalatii de electronica si curenti purtatori,8,82,821,8212
821212,"montator-reglor, depanator de aparate radio și TV, redresoare și amplificatoare",montator reglor depanator de aparate radio si tv redresoare si amplificatoare,8,82,821,8212
821213,confecționer piese radio și semiconductori,confectioner piese radio si semiconductori,8,82,821,8212
821214,confecționer circuite integrate,confectioner circuite integrate,8,82,821,8212
821215,confecționer scală radio,confectioner scala radio,8,82,821,8212
821216,confecționer circuite imprimate,confectioner circuite imprimate,8,82,821,8212
821217,"montator, reglor, testor tehnică de calcul",montator reglor testor tehnica de calcul,8,82,821,8212
821218,confecționer lămpi fluorescente,confectioner lampi fluorescente,8,82,821,8212
821219,confecționer lămpi cu vapori de mercur,confectioner lampi cu vapori de mercur,8,82,821,8212
821220,confecționer lămpi cu vapori de sodiu,confectioner lampi cu vapori de sodiu,8,82,821,8212
821221,confecționer becuri,confectioner becuri,8,82,821,8212
821222,montator electromecanic,montator electromecanic,8,82,821,8212
821223,"montator, reglor și depanator de aparate și echipamente electronice",montator reglor si depanator de aparate si echipamente electronice,8,82,821,8212
821901,asamblor biciclete,asamblor biciclete,8,82,821,8219
821902,asamblor jucării,asamblor jucarii,8,82,821,8219
821903,asamblor articole de sport,asamblor articole de sport,8,82,821,8219
821904,operator la fabricarea fermoarelor,operator la fabricarea fermoarelor,8,82,821,8219
821905,"confecționer de bețe, lansete, mânere și dopuri pentru unelte de pescuit",confectioner de bete lansete manere si dopuri pentru unelte de pescuit,8,82,821,8219
821906,confecționer-asamblor articole din lemn,confectioner asamblor articole din lemn,8,82,821,8219
821907,confecționer-asamblor articole din carton,confectioner asamblor articole din carton,8,82,821,8219
821908,confecționer-asamblor articole din textile,confectioner asamblor articole din textile,8,82,821,8219
821909,montor articole din piele,montor articole din piele,8,82,821,8219
831101,mecanic locomotivă și automotor,mecanic locomotiva si automotor,8,83,831,8311
831102,mecanic ajutor locomotivă și automotor,mecanic ajutor locomotiva si automotor,8,83,831,8311
831103,conducător autodrezină,conducator autodrezina,8,83,831,8311
831104,mecanic conducător vagon motor de rectificare a liniei aeriene,mecanic conducator vagon motor de rectificare a liniei aeriene,8,83,831,8311
831105,mecanic locomotivă și ramă electrică metrou,mecanic locomotiva si rama electrica metrou,8,83,831,8311
831106,mecanic ajutor locomotivă și ramă electrică metrou,mecanic ajutor locomotiva si rama electrica metrou,8,83,831,8311
831201,frânar,franar,8,83,831,8312
831202,manevrant vagoane,manevrant vagoane,8,83,831,8312
831203,șef manevră,sef manevra,8,83,831,8312
831204,acar,acar,8,83,831,8312
831205,șef tren,sef tren,8,83,831,8312
831206,paznic barieră,paznic bariera,8,83,831,8312
831207,revizor ace,revizor ace,8,83,831,8312
832101,conducător de motocicletă,conducator de motocicleta,8,83,832,8321
832102,conducător de motoscuter,conducator de motoscuter,8,83,832,8321
832201,șofer de autoturisme și camionete,sofer de autoturisme si camionete,8,83,832,8322
832202,șofer autosanitară,sofer autosanitara,8,83,832,8322
832203,șofer autoambulanță,sofer autoambulanta,8,83,832,8322
832204,pilot încercare auto,pilot incercare auto,8,83,832,8322
833101,conducător auto transport rutier de persoane,conducator auto transport rutier de persoane,8,83,833,8331
833102,conducător troleibuz,conducator troleibuz,8,83,833,8331
833103,conducător tramvai (vatman),conducator tramvai vatman,8,83,833,8331
833201,conducător auto transport rutier de mărfuri,conducator auto transport rutier de marfuri,8,83,833,8332
833202,șofer transport valori bancare,sofer transport valori bancare,8,83,833,8332
833203,lucrător operativ pentru autocontainere,lucrator operativ pentru autocontainere,8,83,833,8332
833204,conducător autospecială,conducator autospeciala,8,83,833,8332
833205,camionagiu,camionagiu,8,83,833,8332
834101,tractorist,tractorist,8,83,834,8341
834102,combiner agricol,combiner agricol,8,83,834,8341
834103,motorist la motoagregate și mașini în silvicultură,motorist la motoagregate si masini in silvicultura,8,83,834,8341
834104,mecanic de exploatare în cultură mare,mecanic de exploatare in cultura mare,8,83,834,8341
834105,mecanic de exploatare în zootehnie,mecanic de exploatare in zootehnie,8,83,834,8341
834106,operator la colectatul și manipulatul lemnului,operator la colectatul si manipulatul lemnului,8,83,834,8341
834201,mașinist la mașini pentru terasamente (ifronist),masinist la masini pentru terasamente ifronist,8,83,834,8342
834202,mașinist la instalațiile de preparat și turnat beton și mixturi asfaltice,masinist la instalatiile de preparat si turnat beton si mixturi asfaltice,8,83,834,8342
834203,mașinist la mașini cale mecanizare ușoară și grea,masinist la masini cale mecanizare usoara si grea,8,83,834,8342
834204,operator la utilaje de foraj dirijat,operator la utilaje de foraj dirijat,8,83,834,8342
834205,operator la utilaje de reabilitări conducte subterane,operator la utilaje de reabilitari conducte subterane,8,83,834,8342
834206,operator la utilaje pentru subtraversări,operator la utilaje pentru subtraversari,8,83,834,8342
834301,macaragiu,macaragiu,8,83,834,8343
834302,mașinist pod rulant,masinist pod rulant,8,83,834,8343
834303,funicularist,funicularist,8,83,834,8343
834304,macaragiu macarale plutitoare,macaragiu macarale plutitoare,8,83,834,8343
834305,șofer automacaragiu,sofer automacaragiu,8,83,834,8343
834306,supraveghetor stație șenal navigabil,supraveghetor statie senal navigabil,8,83,834,8343
834307,"funicularist, funiculare pasagere",funicularist funiculare pasagere,8,83,834,8343
834308,mecanizator (muncitor portuar),mecanizator muncitor portuar,8,83,834,8343
834309,liftier,liftier,8,83,834,8343
834310,docher,docher,8,83,834,8343
834311,șef echipă docheri,sef echipa docheri,8,83,834,8343
834312,docher instalații de încărcare/ descărcare la bordul navei și cheu,docher instalatii de incarcare descarcare la bordul navei si cheu,8,83,834,8343
834313,docher-amarator,docher amarator,8,83,834,8343
834314,docher-mecanizator,docher mecanizator,8,83,834,8343
834315,macaragiu portuar,macaragiu portuar,8,83,834,8343
834316,operator la platforme pentru lucru la înălțime,operator la platforme pentru lucru la inaltime,8,83,834,8343
834401,mașinist la mașini mobile pentru transporturi interioare,masinist la masini mobile pentru transporturi interioare,8,83,834,8344
834402,mașinist la alte mașini fixe de transport pe orizontală și verticală,masinist la alte masini fixe de transport pe orizontala si verticala,8,83,834,8344
834403,stivuitorist,stivuitorist,8,83,834,8344
834404,tractorist portuar,tractorist portuar,8,83,834,8344
834405,conducător autotrailer,conducator autotrailer,8,83,834,8344
834406,conducător autoîncărcător portuar,conducator autoincarcator portuar,8,83,834,8344
834407,stivuitorist portuar,stivuitorist portuar,8,83,834,8344
835001,"marinar, pilot naval, barjist",marinar pilot naval barjist,8,83,835,8350
